speedy,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
0.584674,0.022,0.051,0,2571,0,4
0.624547,0.02,0.053,0,2572,0,4
0.584674,0.022,0.053,0,2573,0,4
-0.024269,0.048,-0.001,0,2574,0,4
-0.0743746,0.05,-0.001,0,2575,0,4
-0.024269,0.048,0.001,0,2576,0,4
-0.0743746,0.05,0.001,0,2577,0,4
0.543583,0.024,0.063,0,2578,0,4
0.501278,0.026,0.063,0,2579,0,4
0.543583,0.024,0.065,0,2580,0,4
0.501278,0.026,0.065,0,2581,0,4
-0.124211,0.052,0.011,0,2582,0,4
-0.173622,0.054,0.011,0,2583,0,4
-0.124211,0.052,0.013,0,2584,0,4
-0.173622,0.054,0.013,0,2585,0,4
0.457784,0.028,0.075,0,2586,0,4
0.413145,0.03,0.075,0,2587,0,4
0.457784,0.028,0.077,0,2588,0,4
0.413145,0.03,0.077,0,2589,0,4
-0.222455,0.056,0.023,0,2590,0,4
-0.270568,0.058,0.023,0,2591,0,4
-0.222455,0.056,0.025,0,2592,0,4
-0.270568,0.058,0.025,0,2593,0,4
0.367426,0.032,0.087,0,2594,0,4
0.320708,0.034,0.087,0,2595,0,4
0.367426,0.032,0.089,0,2596,0,4
0.320708,0.034,0.089,0,2597,0,4
-0.317827,0.06,0.035,0,2598,0,4
-0.364115,0.062,0.035,0,2599,0,4
-0.317827,0.06,0.037,0,2600,0,4
-0.364115,0.062,0.037,0,2601,0,4
0.27309,0.036,0.099,0,2602,0,4
0.224688,0.038,0.099,0,2603,0,4
0.273116,0.036,0.101,0,2604,0,4
0.224709,0.038,0.101,0,2605,0,4
-0.409326,0.064,0.047,0,2606,0,4
-0.453372,0.066,0.047,0,2607,0,4
-0.409326,0.064,0.049,0,2608,0,4
-0.453372,0.066,0.049,0,2609,0,4
0.624547,0.02,0.055,0,2610,0,4
0.584674,0.022,0.055,0,2611,0,4
0.624547,0.02,0.057,0,2612,0,4
0.584674,0.022,0.057,0,2613,0,4
-0.024269,0.048,0.003,0,2614,0,4
-0.0743746,0.05,0.003,0,2615,0,4
-0.024269,0.048,0.005,0,2616,0,4
-0.0743746,0.05,0.005,0,2617,0,4
0.543583,0.024,0.067,0,2618,0,4
0.501278,0.026,0.067,0,2619,0,4
0.543583,0.024,0.069,0,2620,0,4
0.501278,0.026,0.069,0,2621,0,4
-0.124211,0.052,0.015,0,2622,0,4
-0.173622,0.054,0.015,0,2623,0,4
-0.124211,0.052,0.017,0,2624,0,4
-0.173622,0.054,0.017,0,2625,0,4
0.457784,0.028,0.079,0,2626,0,4
0.413145,0.03,0.079,0,2627,0,4
0.457784,0.028,0.081,0,2628,0,4
0.413145,0.03,0.081,0,2629,0,4
-0.222455,0.056,0.027,0,2630,0,4
-0.270568,0.058,0.027,0,2631,0,4
-0.222455,0.056,0.029,0,2632,0,4
-0.270568,0.058,0.029,0,2633,0,4
0.367426,0.032,0.091,0,2634,0,4
0.320708,0.034,0.091,0,2635,0,4
0.367426,0.032,0.093,0,2636,0,4
0.320708,0.034,0.093,0,2637,0,4
-0.317827,0.06,0.039,0,2638,0,4
-0.364115,0.062,0.039,0,2639,0,4
-0.317827,0.06,0.041,0,2640,0,4
-0.364115,0.062,0.041,0,2641,0,4
0.273116,0.036,0.103,0,2642,0,4
0.224709,0.038,0.103,0,2643,0,4
-0.913986,0.092,-0.001,0,2644,0,4
-0.942926,0.094,-0.001,0,2645,0,4
-0.913986,0.092,0.001,0,2646,0,4
-0.942926,0.094,0.001,0,2647,0,4
-0.409326,0.064,0.051,0,2648,0,4
-0.453372,0.066,0.051,0,2649,0,4
-0.409326,0.064,0.053,0,2650,0,4
-0.453372,0.066,0.053,0,2651,0,4
0.624547,0.02,0.059,0,2652,0,4
0.584674,0.022,0.059,0,2653,0,4
0.624547,0.02,0.061,0,2654,0,4
0.584674,0.022,0.061,0,2655,0,4
-0.024269,0.048,0.007,0,2656,0,4
-0.0743746,0.05,0.007,0,2657,0,4
-0.024269,0.048,0.009,0,2658,0,4
-0.0743746,0.05,0.009,0,2659,0,4
0.772485,0.012,-0.005,0,2660,0,4
0.73714,0.014,-0.005,0,2661,0,4
0.772485,0.012,-0.003,0,2662,0,4
0.73714,0.014,-0.003,0,2663,0,4
0.543583,0.024,0.071,0,2664,0,4
0.501278,0.026,0.071,0,2665,0,4
0.543583,0.024,0.073,0,2666,0,4
0.501278,0.026,0.073,0,2667,0,4
-0.124211,0.052,0.019,0,2668,0,4
-0.173622,0.054,0.019,0,2669,0,4
-0.124211,0.052,0.021,0,2670,0,4
-0.173622,0.054,0.021,0,2671,0,4
0.457784,0.028,0.083,0,2672,0,4
0.413145,0.03,0.083,0,2673,0,4
0.457784,0.028,0.085,0,2674,0,4
0.413145,0.03,0.085,0,2675,0,4
-0.222455,0.056,0.031,0,2676,0,4
-0.270568,0.058,0.031,0,2677,0,4
-0.222455,0.056,0.033,0,2678,0,4
-0.270568,0.058,0.033,0,2679,0,4
0.367426,0.032,0.095,0,2680,0,4
0.320708,0.034,0.095,0,2681,0,4
0.367426,0.032,0.097,0,2682,0,4
0.320708,0.034,0.097,0,2683,0,4
-0.317827,0.06,0.043,0,2684,0,4
-0.364115,0.062,0.043,0,2685,0,4
-0.317827,0.06,0.045,0,2686,0,4
-0.364115,0.062,0.045,0,2687,0,4
-0.913986,0.092,0.003,0,2688,0,4
-0.942926,0.094,0.003,0,2689,0,4
-0.913986,0.092,0.005,0,2690,0,4
-0.942926,0.094,0.005,0,2691,0,4
-0.409326,0.064,0.055,0,2692,0,4
-0.453372,0.066,0.055,0,2693,0,4
-0.409326,0.064,0.057,0,2694,0,4
-0.453372,0.066,0.057,0,2695,0,4
1,-0.002,0.103,0,2696,0,4
0.543583,0.024,0.051,0,2697,0,4
0.501278,0.026,0.051,0,2698,0,4
0.543583,0.024,0.053,0,2699,0,4
0.501278,0.026,0.053,0,2700,0,4
-0.124211,0.052,-0.001,0,2701,0,4
-0.173622,0.054,-0.001,0,2702,0,4
-0.124211,0.052,0.001,0,2703,0,4
-0.173622,0.054,0.001,0,2704,0,4
0.457784,0.028,0.063,0,2705,0,4
0.413145,0.03,0.063,0,2706,0,4
0.457784,0.028,0.065,0,2707,0,4
0.413145,0.03,0.065,0,2708,0,4
-0.222455,0.056,0.011,0,2709,0,4
-0.270568,0.058,0.011,0,2710,0,4
-0.222455,0.056,0.013,0,2711,0,4
-0.270568,0.058,0.013,0,2712,0,4
0.367426,0.032,0.075,0,2713,0,4
0.320708,0.034,0.075,0,2714,0,4
0.367426,0.032,0.077,0,2715,0,4
0.320708,0.034,0.077,0,2716,0,4
-0.317827,0.06,0.023,0,2717,0,4
-0.364115,0.062,0.023,0,2718,0,4
-0.317827,0.06,0.025,0,2719,0,4
-0.364115,0.062,0.025,0,2720,0,4
0.27309,0.036,0.087,0,2721,0,4
0.224688,0.038,0.087,0,2722,0,4
0.27309,0.036,0.089,0,2723,0,4
0.224688,0.038,0.089,0,2724,0,4
-0.409326,0.064,0.035,0,2725,0,4
-0.453372,0.066,0.035,0,2726,0,4
-0.409326,0.064,0.037,0,2727,0,4
-0.453372,0.066,0.037,0,2728,0,4
0.175628,0.04,0.099,0,2729,0,4
0.126051,0.042,0.099,0,2730,0,4
0.175645,0.04,0.101,0,2731,0,4
0.126063,0.042,0.101,0,2732,0,4
-0.496181,0.068,0.047,0,2733,0,4
-0.537702,0.07,0.047,0,2734,0,4
-0.496181,0.068,0.049,0,2735,0,4
-0.537702,0.07,0.049,0,2736,0,4
0.543583,0.024,0.055,0,2737,0,4
0.501278,0.026,0.055,0,2738,0,4
0.543583,0.024,0.057,0,2739,0,4
0.501278,0.026,0.057,0,2740,0,4
-0.124211,0.052,0.003,0,2741,0,4
-0.173622,0.054,0.003,0,2742,0,4
-0.124211,0.052,0.005,0,2743,0,4
-0.173622,0.054,0.005,0,2744,0,4
0.457784,0.028,0.067,0,2745,0,4
0.413145,0.03,0.067,0,2746,0,4
0.457784,0.028,0.069,0,2747,0,4
0.413145,0.03,0.069,0,2748,0,4
-0.222455,0.056,0.015,0,2749,0,4
-0.270568,0.058,0.015,0,2750,0,4
-0.222455,0.056,0.017,0,2751,0,4
-0.270568,0.058,0.017,0,2752,0,4
0.367426,0.032,0.079,0,2753,0,4
0.320708,0.034,0.079,0,2754,0,4
0.367426,0.032,0.081,0,2755,0,4
0.320708,0.034,0.081,0,2756,0,4
-0.317827,0.06,0.027,0,2757,0,4
-0.364115,0.062,0.027,0,2758,0,4
-0.317827,0.06,0.029,0,2759,0,4
-0.364115,0.062,0.029,0,2760,0,4
0.27309,0.036,0.091,0,2761,0,4
0.224688,0.038,0.091,0,2762,0,4
0.27309,0.036,0.093,0,2763,0,4
0.224688,0.038,0.093,0,2764,0,4
-0.409326,0.064,0.039,0,2765,0,4
-0.453372,0.066,0.039,0,2766,0,4
-0.409326,0.064,0.041,0,2767,0,4
-0.453372,0.066,0.041,0,2768,0,4
0.543583,0.024,0.059,0,2769,0,4
0.501278,0.026,0.059,0,2770,0,4
0.543583,0.024,0.061,0,2771,0,4
0.501278,0.026,0.061,0,2772,0,4
-0.124211,0.052,0.007,0,2773,0,4
-0.173622,0.054,0.007,0,2774,0,4
-0.124211,0.052,0.009,0,2775,0,4
-0.173622,0.054,0.009,0,2776,0,4
0.700754,0.016,-0.005,0,2777,0,4
0.663254,0.018,-0.005,0,2778,0,4
0.700754,0.016,-0.003,0,2779,0,4
0.663254,0.018,-0.003,0,2780,0,4
0.457784,0.028,0.071,0,2781,0,4
0.413145,0.03,0.071,0,2782,0,4
0.457784,0.028,0.073,0,2783,0,4
0.413145,0.03,0.073,0,2784,0,4
-0.222455,0.056,0.019,0,2785,0,4
-0.270568,0.058,0.019,0,2786,0,4
-0.222455,0.056,0.021,0,2787,0,4
-0.270568,0.058,0.021,0,2788,0,4
0.367426,0.032,0.083,0,2789,0,4
0.320708,0.034,0.083,0,2790,0,4
0.367426,0.032,0.085,0,2791,0,4
0.320708,0.034,0.085,0,2792,0,4
-0.317827,0.06,0.031,0,2793,0,4
-0.364115,0.062,0.031,0,2794,0,4
-0.317827,0.06,0.033,0,2795,0,4
-0.364115,0.062,0.033,0,2796,0,4
0.27309,0.036,0.095,0,2797,0,4
0.224688,0.038,0.095,0,2798,0,4
0.27309,0.036,0.097,0,2799,0,4
0.224688,0.038,0.097,0,2800,0,4
-0.409326,0.064,0.043,0,2801,0,4
-0.453372,0.066,0.043,0,2802,0,4
-0.409326,0.064,0.045,0,2803,0,4
-0.453372,0.066,0.045,0,2804,0,4
0.968696,0,0.103,0,2805,0,4
0.937236,0.002,0.103,0,2806,0,4
0.457784,0.028,0.051,0,2807,0,4
0.413145,0.03,0.051,0,2808,0,4
0.457784,0.028,0.053,0,2809,0,4
0.413145,0.03,0.053,0,2810,0,4
-0.222455,0.056,-0.001,0,2811,0,4
-0.270568,0.058,-0.001,0,2812,0,4
-0.222455,0.056,0.001,0,2813,0,4
-0.270568,0.058,0.001,0,2814,0,4
0.367426,0.032,0.063,0,2815,0,4
0.320708,0.034,0.063,0,2816,0,4
0.367426,0.032,0.065,0,2817,0,4
0.320708,0.034,0.065,0,2818,0,4
-0.317827,0.06,0.011,0,2819,0,4
-0.364115,0.062,0.011,0,2820,0,4
-0.317827,0.06,0.013,0,2821,0,4
-0.364115,0.062,0.013,0,2822,0,4
0.27309,0.036,0.075,0,2823,0,4
0.224688,0.038,0.075,0,2824,0,4
0.27309,0.036,0.077,0,2825,0,4
0.224688,0.038,0.077,0,2826,0,4
-0.409326,0.064,0.023,0,2827,0,4
-0.453372,0.066,0.023,0,2828,0,4
-0.409326,0.064,0.025,0,2829,0,4
-0.453372,0.066,0.025,0,2830,0,4
0.175628,0.04,0.087,0,2831,0,4
0.126051,0.042,0.087,0,2832,0,4
0.175628,0.04,0.089,0,2833,0,4
0.126051,0.042,0.089,0,2834,0,4
-0.496181,0.068,0.035,0,2835,0,4
-0.537702,0.07,0.035,0,2836,0,4
-0.496181,0.068,0.037,0,2837,0,4
-0.537702,0.07,0.037,0,2838,0,4
0.457784,0.028,0.055,0,2839,0,4
0.413145,0.03,0.055,0,2840,0,4
0.457784,0.028,0.057,0,2841,0,4
0.413145,0.03,0.057,0,2842,0,4
-0.222455,0.056,0.003,0,2843,0,4
-0.270568,0.058,0.003,0,2844,0,4
-0.222455,0.056,0.005,0,2845,0,4
-0.270568,0.058,0.005,0,2846,0,4
0.367426,0.032,0.067,0,2847,0,4
0.320708,0.034,0.067,0,2848,0,4
0.367426,0.032,0.069,0,2849,0,4
0.320708,0.034,0.069,0,2850,0,4
-0.317827,0.06,0.015,0,2851,0,4
-0.364115,0.062,0.015,0,2852,0,4
-0.317827,0.06,0.017,0,2853,0,4
-0.364115,0.062,0.017,0,2854,0,4
0.27309,0.036,0.079,0,2855,0,4
0.224688,0.038,0.079,0,2856,0,4
0.27309,0.036,0.081,0,2857,0,4
0.224688,0.038,0.081,0,2858,0,4
-0.409326,0.064,0.027,0,2859,0,4
-0.453372,0.066,0.027,0,2860,0,4
-0.409326,0.064,0.029,0,2861,0,4
-0.453372,0.066,0.029,0,2862,0,4
0.175628,0.04,0.091,0,2863,0,4
0.126051,0.042,0.091,0,2864,0,4
0.175628,0.04,0.093,0,2865,0,4
0.126051,0.042,0.093,0,2866,0,4
-0.496181,0.068,0.039,0,2867,0,4
-0.537702,0.07,0.039,0,2868,0,4
-0.496181,0.068,0.041,0,2869,0,4
-0.537702,0.07,0.041,0,2870,0,4
0.457784,0.028,0.059,0,2871,0,4
0.413145,0.03,0.059,0,2872,0,4
0.457784,0.028,0.061,0,2873,0,4
0.413145,0.03,0.061,0,2874,0,4
-0.222455,0.056,0.007,0,2875,0,4
-0.270568,0.058,0.007,0,2876,0,4
-0.222455,0.056,0.009,0,2877,0,4
-0.270568,0.058,0.009,0,2878,0,4
0.624586,0.02,-0.005,0,2879,0,4
0.584714,0.022,-0.005,0,2880,0,4
0.624586,0.02,-0.003,0,2881,0,4
0.584714,0.022,-0.003,0,2882,0,4
0.367426,0.032,0.071,0,2883,0,4
0.320708,0.034,0.071,0,2884,0,4
0.367426,0.032,0.073,0,2885,0,4
0.320708,0.034,0.073,0,2886,0,4
-0.317827,0.06,0.019,0,2887,0,4
-0.364115,0.062,0.019,0,2888,0,4
-0.317827,0.06,0.021,0,2889,0,4
-0.364115,0.062,0.021,0,2890,0,4
0.27309,0.036,0.083,0,2891,0,4
0.224688,0.038,0.083,0,2892,0,4
0.27309,0.036,0.085,0,2893,0,4
0.224688,0.038,0.085,0,2894,0,4
-0.409326,0.064,0.031,0,2895,0,4
-0.453372,0.066,0.031,0,2896,0,4
-0.409326,0.064,0.033,0,2897,0,4
-0.453372,0.066,0.033,0,2898,0,4
0.175628,0.04,0.095,0,2899,0,4
0.126051,0.042,0.095,0,2900,0,4
0.175628,0.04,0.097,0,2901,0,4
0.126051,0.042,0.097,0,2902,0,4
-0.496181,0.068,0.043,0,2903,0,4
-0.537702,0.07,0.043,0,2904,0,4
-0.496181,0.068,0.045,0,2905,0,4
-0.537702,0.07,0.045,0,2906,0,4
0.905468,0.004,0.103,0,2907,0,4
0.873245,0.006,0.103,0,2908,0,4
0.367426,0.032,0.051,0,2909,0,4
0.320708,0.034,0.051,0,2910,0,4
0.367426,0.032,0.053,0,2911,0,4
0.320708,0.034,0.053,0,2912,0,4
-0.317827,0.06,-0.001,0,2913,0,4
-0.364115,0.062,-0.001,0,2914,0,4
-0.317827,0.06,0.001,0,2915,0,4
-0.364115,0.062,0.001,0,2916,0,4
0.27309,0.036,0.063,0,2917,0,4
0.224688,0.038,0.063,0,2918,0,4
0.27309,0.036,0.065,0,2919,0,4
0.224688,0.038,0.065,0,2920,0,4
-0.409326,0.064,0.011,0,2921,0,4
-0.453372,0.066,0.011,0,2922,0,4
-0.409326,0.064,0.013,0,2923,0,4
-0.453372,0.066,0.013,0,2924,0,4
0.175628,0.04,0.075,0,2925,0,4
0.126051,0.042,0.075,0,2926,0,4
0.175628,0.04,0.077,0,2927,0,4
0.126051,0.042,0.077,0,2928,0,4
-0.496181,0.068,0.023,0,2929,0,4
-0.537702,0.07,0.023,0,2930,0,4
-0.496181,0.068,0.025,0,2931,0,4
-0.537702,0.07,0.025,0,2932,0,4
0.367426,0.032,0.055,0,2933,0,4
0.320708,0.034,0.055,0,2934,0,4
0.367426,0.032,0.057,0,2935,0,4
0.320708,0.034,0.057,0,2936,0,4
-0.317827,0.06,0.003,0,2937,0,4
-0.364115,0.062,0.003,0,2938,0,4
-0.317827,0.06,0.005,0,2939,0,4
-0.364115,0.062,0.005,0,2940,0,4
0.27309,0.036,0.067,0,2941,0,4
0.224688,0.038,0.067,0,2942,0,4
0.27309,0.036,0.069,0,2943,0,4
0.224688,0.038,0.069,0,2944,0,4
-0.409326,0.064,0.015,0,2945,0,4
-0.453372,0.066,0.015,0,2946,0,4
-0.409326,0.064,0.017,0,2947,0,4
-0.453372,0.066,0.017,0,2948,0,4
0.175628,0.04,0.079,0,2949,0,4
0.126051,0.042,0.079,0,2950,0,4
0.175628,0.04,0.081,0,2951,0,4
0.126051,0.042,0.081,0,2952,0,4
-0.496181,0.068,0.027,0,2953,0,4
-0.537702,0.07,0.027,0,2954,0,4
-0.496181,0.068,0.029,0,2955,0,4
-0.537702,0.07,0.029,0,2956,0,4
0.367426,0.032,0.059,0,2957,0,4
0.320708,0.034,0.059,0,2958,0,4
0.367426,0.032,0.061,0,2959,0,4
0.320708,0.034,0.061,0,2960,0,4
-0.317827,0.06,0.007,0,2961,0,4
-0.364115,0.062,0.007,0,2962,0,4
-0.317827,0.06,0.009,0,2963,0,4
-0.364115,0.062,0.009,0,2964,0,4
0.543623,0.024,-0.005,0,2965,0,4
0.501317,0.026,-0.005,0,2966,0,4
0.543623,0.024,-0.003,0,2967,0,4
0.501317,0.026,-0.003,0,2968,0,4
0.27309,0.036,0.071,0,2969,0,4
0.224688,0.038,0.071,0,2970,0,4
0.27309,0.036,0.073,0,2971,0,4
0.224688,0.038,0.073,0,2972,0,4
-0.409326,0.064,0.019,0,2973,0,4
-0.453372,0.066,0.019,0,2974,0,4
-0.409326,0.064,0.021,0,2975,0,4
-0.453372,0.066,0.021,0,2976,0,4
0.175628,0.04,0.083,0,2977,0,4
0.126051,0.042,0.083,0,2978,0,4
0.175628,0.04,0.085,0,2979,0,4
0.126051,0.042,0.085,0,2980,0,4
-0.496181,0.068,0.031,0,2981,0,4
-0.537702,0.07,0.031,0,2982,0,4
-0.496181,0.068,0.033,0,2983,0,4
-0.537702,0.07,0.033,0,2984,0,4
0.840425,0.008,0.103,0,2985,0,4
0.806878,0.01,0.103,0,2986,0,4
0.27309,0.036,0.051,0,2987,0,4
0.224688,0.038,0.051,0,2988,0,4
0.27309,0.036,0.053,0,2989,0,4
0.224688,0.038,0.053,0,2990,0,4
-0.409326,0.064,-0.001,0,2991,0,4
-0.453372,0.066,-0.001,0,2992,0,4
-0.409326,0.064,0.001,0,2993,0,4
-0.453372,0.066,0.001,0,2994,0,4
0.175628,0.04,0.063,0,2995,0,4
0.126051,0.042,0.063,0,2996,0,4
0.175628,0.04,0.065,0,2997,0,4
0.126051,0.042,0.065,0,2998,0,4
-0.496181,0.068,0.011,0,2999,0,4
-0.537702,0.07,0.011,0,3000,0,4
-0.496181,0.068,0.013,0,3001,0,4
-0.537702,0.07,0.013,0,3002,0,4
0.27309,0.036,0.055,0,3003,0,4
0.224688,0.038,0.055,0,3004,0,4
0.27309,0.036,0.057,0,3005,0,4
0.224688,0.038,0.057,0,3006,0,4
-0.409326,0.064,0.003,0,3007,0,4
-0.453372,0.066,0.003,0,3008,0,4
-0.409326,0.064,0.005,0,3009,0,4
-0.453372,0.066,0.005,0,3010,0,4
0.175628,0.04,0.067,0,3011,0,4
0.126051,0.042,0.067,0,3012,0,4
0.175628,0.04,0.069,0,3013,0,4
0.126051,0.042,0.069,0,3014,0,4
-0.496181,0.068,0.015,0,3015,0,4
-0.537702,0.07,0.015,0,3016,0,4
-0.496181,0.068,0.017,0,3017,0,4
-0.537702,0.07,0.017,0,3018,0,4
0.27309,0.036,0.059,0,3019,0,4
0.224688,0.038,0.059,0,3020,0,4
0.27309,0.036,0.061,0,3021,0,4
0.224688,0.038,0.061,0,3022,0,4
-0.409326,0.064,0.007,0,3023,0,4
-0.453372,0.066,0.007,0,3024,0,4
-0.409326,0.064,0.009,0,3025,0,4
-0.453372,0.066,0.009,0,3026,0,4
0.457821,0.028,-0.005,0,3027,0,4
0.41318,0.03,-0.005,0,3028,0,4
0.457821,0.028,-0.003,0,3029,0,4
0.41318,0.03,-0.003,0,3030,0,4
0.175628,0.04,0.071,0,3031,0,4
0.126051,0.042,0.071,0,3032,0,4
0.175628,0.04,0.073,0,3033,0,4
0.126051,0.042,0.073,0,3034,0,4
-0.496181,0.068,0.019,0,3035,0,4
-0.537702,0.07,0.019,0,3036,0,4
-0.496181,0.068,0.021,0,3037,0,4
-0.537702,0.07,0.021,0,3038,0,4
0.772485,0.012,0.103,0,3039,0,4
0.73714,0.014,0.103,0,3040,0,4
0.175628,0.04,0.051,0,3041,0,4
0.126051,0.042,0.051,0,3042,0,4
0.175628,0.04,0.053,0,3043,0,4
0.126051,0.042,0.053,0,3044,0,4
-0.496181,0.068,-0.001,0,3045,0,4
-0.537702,0.07,-0.001,0,3046,0,4
-0.496181,0.068,0.001,0,3047,0,4
-0.537702,0.07,0.001,0,3048,0,4
0.175628,0.04,0.055,0,3049,0,4
0.126051,0.042,0.055,0,3050,0,4
0.175628,0.04,0.057,0,3051,0,4
0.126051,0.042,0.057,0,3052,0,4
-0.496181,0.068,0.003,0,3053,0,4
-0.537702,0.07,0.003,0,3054,0,4
-0.496181,0.068,0.005,0,3055,0,4
-0.537702,0.07,0.005,0,3056,0,4
0.175628,0.04,0.059,0,3057,0,4
0.126051,0.042,0.059,0,3058,0,4
0.175628,0.04,0.061,0,3059,0,4
0.126051,0.042,0.061,0,3060,0,4
-0.496181,0.068,0.007,0,3061,0,4
-0.537702,0.07,0.007,0,3062,0,4
-0.496181,0.068,0.009,0,3063,0,4
-0.537702,0.07,0.009,0,3064,0,4
